,user_id,business_id,stars,text,year,state,state_name,latitude,longitude,source,month,sentiment
1958,LQJ7jEWxBBLYiaGVWdN5Dg,TuMQjYCumnFhWJV2ELwwxQ,3.0,"What's not to like about a massive store of Beauty supplies!  It's a chain so there are a few Ultas in the Reno area.  This locations is in Northwest (maybe) side of town.  Located in the the same strip mall as Safeway, Ross, European Wax Center just to name a few landmarks.   

The staff is very friendly.

They also have a salon on property.  I've never tried the services but they always seem to be running a promotion.  This week is 5X reward points; I think.  

If you forget your in-the-mail coupon you're out of luck.  The in store circular doesn't have the coupon.  The Ulta app will not have the coupon.  So remember to bring the snail mail coupon.   I find the rewards program confusing but then again I only stop in once a quarter. 

They might be getting some new product lines because the shelves seemed picked over.  Many of the Ulta products seemed to be on clearance.   

I'm sure I'll be back next quarter; if I'm in that part of town.",2016,PA,Pensilvania,39.52978792,-119.8662468,Y,7,1
1959,iMZhhhMACQE9ehSYiae5mQ,DLV4zM60EdyPFafEk88crg,3.0,Bring your credit card as things can add up real quick.   This is a favorite of many Youtube channel beauty gurus.  They sign up for an account with Ulta and then they get lots of credits and cash back to buy high-end products to convince you to buy on their channel. They tell you that they have conveniently put links listing everything below (which is an affiliate commision link)  for you to click on that takes you to Ulta and the products they are claiming to love love love and are soooo fabulous.,2018,AB,Florida,28.1447131,-82.7424819,Y,8,1
1960,Um5bfs5DH6eizgjH3xZsvg,DLV4zM60EdyPFafEk88crg,4.0,"On no... An Ulta opened near me. You have NO Idea how dangerous this really is.  I'm an addict. If there was a Makup Annon. I'd be there with bells on. 

The new store is clean, it's well stocked and staffed.  It has the typical things you'd expect from an Ulta: A drugstore makeup selection that houses your typical brands - Maybeline, Revlon and CoveGirl as well as NYX ( which has become a very popular brand as of late) Sally Hansen for nails and other lesser brands like the Kardashians and Flower by Drew Barrymore.

Then you have the Posh side which contains the high end, expensive brands like: Too Faced, Urban Decay, Bare Minerals, Lipstick Queen and so many more.  There's the brow bar, where you can get your brows done by a brow specialist for $20(ish) dollars, and of course there are other things too.

In the center of the store is the perfume collection, all high end designer name perfumes as well as your celebrity perfumes are represented. Mostly newer perfumes, but they have quite the smelltacular perfume collection. 

And at the back of the store is the Nail section with your high end polishes, your hair care and your Hair Salon where they have the salon professional hair care and the Salon that is currently in operation. 

I'm SO glad it's close, I'll be able to get what I need here rather than travel to NPR or down to Sephora in JC Penneys. WHEEE! There goes my paycheck.",2015,AB,Florida,28.1447131,-82.7424819,Y,10,1
1961,Xd10xm_ndAB5MFvefnxvkw,DLV4zM60EdyPFafEk88crg,5.0,"I love this store.  They have a great selection of products that range in price from inexpensive to pricey.  I have found some more ""natural"" items there and ""cruelty-free"" as well.  Also, the customer service is awesome, the store is clean and it is well organized.  It's like a candy store, really. :0)  Anyway, yesterday they helped me find the perfect primer and foundation and I Ieft there a very happy girl.",2017,AB,Florida,28.1447131,-82.7424819,Y,10,1
1962,EkJstMglo-1ywZNyCm692A,DLV4zM60EdyPFafEk88crg,1.0,"Sadly, I will never shop at an Ulta again because of my experience here earlier this morning. I've been shopping at Ulta for my cosmetics for over 8 years. They made me feel embarrassed and unappreciated as customer. They even admitted the situation that occurred was there fault, but that there was nothing they could do to fix the problem they created. The associate Isabella who helped me was very kind, but when she called the manager over to fix her mistake on the register, the manager was short and cold and said nothing could be done. I could hear her continue to talk about me quietly to the other associates as I walked out the door with my head held low. After I got to my car, I sat in the seat and started balling my eyes out. I then called customer service to report all that had happened, and am still waiting for a call back from the District Manager. I will now only give my hard earned money and time to Sephora when it comes to buying cosmetics. I work in customer service, and I could never treat someone the way I was treated today.",2018,AB,Florida,28.1447131,-82.7424819,Y,12,0
1963,pe_VULBGdHfeeB82T4x8mw,DLV4zM60EdyPFafEk88crg,5.0,Very happy with Ulta in Tarpon!  I used the hair salon and Scotty was great!!  Would recommend for hair and makeup!,2019,AB,Florida,28.1447131,-82.7424819,Y,4,1
1964,kMOdQXmc_dYAqCH2hI6Z-g,DLV4zM60EdyPFafEk88crg,5.0,Rebekah is a great hair stylist! She is so sweet and did a great job with coloring my hair! I highly recommend her!,2018,AB,Florida,28.1447131,-82.7424819,Y,6,1
1965,6YTlcaZBus6Z8_TzsS_3aQ,DLV4zM60EdyPFafEk88crg,1.0,"I never have a good customer service encounter in this store! The girls are just rude and I don't feel comfortable shopping here. I've switched over to Sephora and love that store and the customer service there is Amazing, so helpful and so Nice!!",2019,AB,Florida,28.1447131,-82.7424819,Y,10,0
1966,7-CwwkBSBTOT-7MsuGp0jg,DLV4zM60EdyPFafEk88crg,5.0,Shelby did an amazing job with my blow out.  We travel a lot and Ulta never disappoints !!  Thank you !,2019,AB,Florida,28.1447131,-82.7424819,Y,7,1
1967,MffUZOdQBTUXbA5J0fqzcg,DLV4zM60EdyPFafEk88crg,1.0,"No surprise on the bad reviews. Absolutely horrible customer service! Actually there was none.  First and last time at this location.  Worst Ulta I ever walked into.  No ""hello"" or "" thank you"", ""Can I help you? "" Nothing! After checking out I was thrown my receipt, nothing said.  They certainly were not busy. Stay away from here! I'll order online or drive to another location. Just rude employees!!!",2019,AB,Florida,28.1447131,-82.7424819,Y,11,0
1968,itHySBpca5vLhSwqEKcDPQ,DLV4zM60EdyPFafEk88crg,5.0,"I have gotten my eyebrows done here, my facials, and my hair. I do keratin treatments, my cuts, and color here. The staff is so knowledgeable and friendly. Shelby is absolutely wonderful.",2019,AB,Florida,28.1447131,-82.7424819,Y,2,1
1969,ggqWN-wHWHX3N_xPX7P9tw,DLV4zM60EdyPFafEk88crg,1.0,"The Tarpon Springs store is unlike other Ulta stores I have visited in different locations in regards to customer service. I went there eager to make purchases and try some new cosmetics. I was willing to spend some big bucks! I was ignored and then when I asked an associate for a makeover to try the new products she went to the manager because she thought I wanted a free makeup session, but I only wanted to sample the products. I was perplexed because I have visited high end makeup counters in department stores all over the world and never had a makeup salesperson refuse to sample products on me so I could consider purchasing them. In fact, most makeup counters salespeople go overboard to have you sample the products. I never was treated so shabbily in my life at a makeup counter! 
Of course when i spoke up about this to the manager the salesperson then applied some makeup samples on my face but by then i had lost my enthusiasm for buying at that location. I think I was discriminated against because of my age (I am in my late 50's) They only seem to be nice to younger women. Stores should realize that it is us older women who have disposable income to spend and purchasing power.

I highly suggest you go to a department store counter instead as they are begging for business and will go above and beyond to help you since online shopping is making them obsolete.",2019,AB,Florida,28.1447131,-82.7424819,Y,2,0
1970,ocSJdWHv-LfBgc368labRA,DLV4zM60EdyPFafEk88crg,2.0,"*This review is on the retail store, and not the hair services or beauty services in the rear.

I love walking into Ulta.  I love the smells, I enjoy the the display they always set up front, and I love the products.  I typically shop online, but today I wanted to go in the store to get some bronzer!  The store was clean, the products are always easy for me to find, and I was able to run in and out.

So why 2 stars out of 5?  I am so huge on customer service!  Sadly, my experience in this Ulta has never been positive.  After waiting in a line for 8 minutes an employee finally opened up a second register.  I walked up, she barely made eye contact with me.  I smiled, asked if I could use my coupon and she seemed annoyed that I spoke.

As she rang up my purchase I noticed (before I swiped my card) that the sale of Buy 2 get 1 Free items that I wanted did not come up as ""Free.""  I smiled, and asked her about it.  She didn't even look at me, and called the manager over.  The manager walked over and never acknowledged me, or even the associate.  She walked away to make sure the advertisement, of the sale, was on the shelf.  When she verified that it was she came over, clicked the register and took off the $8.00 of my purchase.

Now, easy fix right?  However, not once did either one of them speak to me.  There wasn't a, ""Oh goodness, let's fix this"" no ""thank you for letting us know"" not even eye contact!  I walked out thinking to myself, holy smokes they must hate their job!",2019,AB,Florida,28.1447131,-82.7424819,Y,10,0
1971,GzxX2sLmqNwuR_yGtVvKDg,DLV4zM60EdyPFafEk88crg,1.0,"I absolutely hate this Ulta location. The Too Faced rep was exactly that, Two Faced.  She was extremely rude and did not want to help me as a customer. She acted like I was a piece of crap and wasting her valuable time. I asked for the manager and she was as helpful as a wet towel. I have multiple degrees and retail management experience. This was by far the worst customer service of my entire life. I will not spend one cent in that store. I should've recorded the entire event on my phone and blasted them on social media.",2018,AB,Florida,28.1447131,-82.7424819,Y,4,0
1972,RnPosmsZyoq2qe8oOyh-kw,DLV4zM60EdyPFafEk88crg,4.0,"Love that they opened an Ulta near me! The Brow bar is great, Sherri always makes my brows look perfect! She takes her time makes you feel comfortable and does Ana amazing job! The salon is super talented also! I was very skeptical to go to the salon but I'm so glad I did! Randi is a great hair stylist and I'm so happy with my hair cuts I've had with her!",2016,AB,Florida,28.1447131,-82.7424819,Y,6,1
1973,hKWFyjiRorXPjxC0tO_GMQ,kZJs6j2VrWjNrtx_p2zpiw,1.0,"Walked in to get a brow wax.  I have received waxes before at the Benefit counter.  I was escorted to the salon section and told the Benefit gal was not in today and an esthetician would do the wax.  I got a brow, lip and small section on tip of chin waxed.  When I checked out the charge was $41.00.  I was in shock.  I have paid high 20s but never $41.00.  I might add there was no waxing above brow or tweezing.  The manager stopped by to say the charges were correct per their computer system.  I stated I guess the Benefit gal didn't charge me for something since my prior two waxes were in the 20s.  Won't be stopping by again for any type of waxing.",2018,TN,Tennessee,32.2052740942,-110.7870014684,Y,4,0
1974,GwEETO70j7mk5t9NDwEdDg,kZJs6j2VrWjNrtx_p2zpiw,1.0,"*update my stylist (Kiana) is no longer there so I won't be back.

I have a love hate relationship with this place. One of the stylist/managers picks and chooses what she wants to do and does not do up-dos. I booked Sandra for the Air Force ball because she was good the two times I had her. But when she didn't want to do the updo I needed and passed me off to someone else. Turns out she does this often. There has also been times when I booked another girl and without calling she switched my apts from the girl I booked for color to her. I understand the girls have things come up but to do that without calling. Anyways thank goodness for Kiana (that was the first time she was my life saver). Frankly if someone books you for an updo and you can't or won't do updos you shouldn't be in this line of work. That night I also noticed the way she treated the other stylists and even customers. I thought she was nice up until that night. I also think some of the younger stylists put up with more than They should. I was in the military and we were treated better than the way she treats them. It's easy to notice when you watch the eyes (she glared a lot and acted holier than thou) her interaction, tones, and body language said it all. Twice now I have had an apt and they were overbooked or surprise the girl I booked was MIA. They said they called but I looked and I had no missed calls and even showed the stylist my phone call history. 

I waited for Kiana because she's worth the wait. Online it books for 2 hours but only takes about 1 hour max for color. Bless her heart. She is super good and I hope she finds a better place to work that appreciates her along with some of the other girls. If I had to work under those conditions I would have found another place to work. Some of the girls are great but the manager  needs to get it together! Kiana 5 stars and the manager and salon manager 1 Star. I can't remember her name but there is a young stylist with dark hair and nose ring who is also good. She cut my hair once and I really like it. I keep coming back because of the few stylists I like but it's getting to the point where I can't stand how the business is run nor the way the managers treat the girls and with them not calling when there is a
Mishap. 

*****From what happened today and realizing I'm not the only one who was not contacted ....there were 2 other girls that came in claiming they were not contacted so I know damn well this manager and stylists didn't call and it confirmed the issues here. But yet the manager gets pissy if you can't make an apt.

*I would also price check products (the ceramic brushes can be found on amazon for over $10 less and most of the products I have found a lot cheaper on amazon) and services. It's around 40-50 just for a hair cut. I paid over 200 for a color that included highlights and a trim. I think the color is worth it but a trim costs too much here.",2018,TN,Tennessee,32.2052740942,-110.7870014684,Y,6,1
1975,AKXWs8iaqLBTdU-slcvC_g,kZJs6j2VrWjNrtx_p2zpiw,1.0,"One star is too generous. Ironic that people named Joy always are the literal opposite. Hands down worst salon experience ever and I would literally rather do anything but a repeat of my interactions with the rude stylists. They talked to me like I was ignorant, kept talking to me like a child, saying ""right?"" after every sentence... told me initially that they wouldn't be able to complete the hair color I wanted in the three hour time slot. Okay, that's fine. I asked what else we could do, they said an all over color. Two mins later I was told there wasn't enough time for that. It was 6:20 and they are there until 9.

Joy just flat out did not want to help me and she literally knocked her arm into my shoulder and didn't even apologize. Not sure about you, but if I bump into a stranger on the street I'm apologizing. Why didn't I get the same courtesy as a client in her salon chair! It's because she didn't want to help me. She didn't talk to me at all, she didn't offer to show me my hair cut. Just handed me the barcode to pay and that's it. She kept making faces at the stylist next to her also. I thought I was at Ulta not in middle school. 

People generally leave a salon feeling better about themselves and having an enjoyable experience. That was not the case. I even confronted her about how she was treating me, both her and the mid 60s blonde lady. They kept throwing prices out there like it was an issue. Why would I have been there if I couldn't afford it? Both of them were offensive and should reevaluate whether or not they can provide the utmost level of respect and courtesy to their clients. Neither of them can. 

The point here is to stay far away from Joy. She will make sure you know she's better than you and that your presence in her salon chair is a bother to her. She will also tell you that she works two jobs and ""understands"" what it's like. Hahahaha I bet because she gets no tips at Ulta BECAUSE SHE IS TERRIBLE. The worst.",2017,TN,Tennessee,32.2052740942,-110.7870014684,Y,11,0
1976,mcKct5_32yQ8u92b70UaHQ,kZJs6j2VrWjNrtx_p2zpiw,5.0,"This Ulta has the friendliest staff! They always take time to make conversation with me as if I were their own friend. They always have the makeup I need in stock and the staff is always more than willing to help me out, would recommend coming here rather than the one at Park Place mall. This Ulta is never over crowded either!",2016,TN,Tennessee,32.2052740942,-110.7870014684,Y,12,1
1977,VQ9YuqcuJMfpT5FSoAWQ9w,kZJs6j2VrWjNrtx_p2zpiw,5.0,"Chelsea has been my stylist now for about two years and I could not be happier. I came to her originally for a color correction, which she nailed times ten. But, I have stayed going to her because of her talent. She truly is an artist and an excellent one at that. I am lucky to have such beautiful hair!",2017,TN,Tennessee,32.2052740942,-110.7870014684,Y,11,1
1978,hKWFyjiRorXPjxC0tO_GMQ,kZJs6j2VrWjNrtx_p2zpiw,1.0,"Walked in to get a brow wax.  I have received waxes before at the Benefit counter.  I was escorted to the salon section and told the Benefit gal was not in today and an esthetician would do the wax.  I got a brow, lip and small section on tip of chin waxed.  When I checked out the charge was $41.00.  I was in shock.  I have paid high 20s but never $41.00.  I might add there was no waxing above brow or tweezing.  The manager stopped by to say the charges were correct per their computer system.  I stated I guess the Benefit gal didn't charge me for something since my prior two waxes were in the 20s.  Won't be stopping by again for any type of waxing.",2018,TN,Tennessee,32.2052740942,-110.7870014684,Y,4,0
1979,Js1FsZ6oP_9tO5tbJN-d2g,kZJs6j2VrWjNrtx_p2zpiw,2.0,"I hate to leave a negative review for a brand I like  so much but this store needs some management and customer service training. 
I had a hair appointment (first time in salon) which went pretty well. The stylist was sweet and suggested some product that she thought would help so I agreed. They were having a buy 2 get 1 free special and the stylist said they didn't have one of the products in stock. I told her that I wanted to take advantage of the special and she told me no problem, I could mix/match products and she handed me the 3rd product. 
When I went to check out is when my experience went downhill. 
The ""prestige manager"" was the person who checked me out. She interrupted my transaction twice to help others/and look for something and at no point did she excuse herself. When she gave me the total I asked her if she gave me the Ulta promotion that was going on as I bought $40 worth of Ulta. She looked in my bag, questioned if I had purchased enough and then said, "" oh okay, what color do you want?"" I told her and she took out the receipt, did something , and then I was done. I thought the total seemed a little high but I waited until home to check. When I got home I noticed I had something in my bag that wasn't mine, AND she hadn't given me the discount on the hair products. 
I grabbed the random product, receipt, and headed back to the store. She never apologized, she just ""returned"" a product that she had put in my bag (while helping other people) then proceeds to tell me that the hair product doesn't qualify for the discount. When I told her that her employee told me /sold me on it she stated there was nothing she could do. Flat out zero other than I could return all the products. Epic fail Ms Prestige Manager. A simple ""I'm sorry for the incorrect info and I'm sorry that you had to drive her a second time because WE made a mistake ""would have gone a long way. Her lack of accountability and lack of offering to make the situation right is exactly why I'll shop online from now on. 
Do yourself a favor, go to a store that appreciates its clients, this isn't one of them.",2017,TN,Tennessee,32.2052740942,-110.7870014684,Y,2,0
1980,JrDTmnj2yOdAOxgg7xEfeg,kZJs6j2VrWjNrtx_p2zpiw,2.0,"Overall disappointed. A few of the staff did ask me a few times if I needed help but I felt like it was because they ""had to"" and not because they genuinely wanted to help me. 

I had a question on if they would honor Clarisonic's advertised sale on their website, and because the manager was behind the check out, I was directed to stand in line with 6+ customers in front of me waiting to check out, just to be ultimately told they wouldn't honor it. That's fine, their choice, but I have absolutely no incentive to shop in this store again if I can find better deals online with free shipping.",2017,TN,Tennessee,32.2052740942,-110.7870014684,Y,3,0
1981,ZvNt89JCLstoE0-0Xd8Tpw,kZJs6j2VrWjNrtx_p2zpiw,1.0,the employee who tested foundation shades on me was so rude. repeatedly told me how bad my acne was (like i didn't already know)  and totally brought down my self confidence. never going to this location again,2019,TN,Tennessee,32.2052740942,-110.7870014684,Y,2,0
1982,w7sI7R8d_lMTpmBe2Cd8wQ,kZJs6j2VrWjNrtx_p2zpiw,5.0,"Had my eyebrows waxed today by Julia! I'm so happy. I normally get my brows threaded for $10 but i'm willing to spend a bit more as long as it's from Julia. I was nervous about getting them waxed but she was very comforting. Talked me through the process, products and eventually I was comfortable enough to talk her ear off. Will return for her again",2018,TN,Tennessee,32.2052740942,-110.7870014684,Y,8,1
1983,72ieRrCtJwKpE8i7ADOsIQ,kZJs6j2VrWjNrtx_p2zpiw,5.0,"I've been shopping this Ulta store since it opened and I have loved everything about it since day one.  I miss my Tomas but everyone else has always been so helpful.  I came into the store yesterday, had to pick up a few things before leaving on a weekend trip and I wasn't feeling well at all.  I didn't really feel like talking much so I explained to the staff that I wanted to just walk around and pick up a few things here and there.  I did happen to mention that I was feeling well and one of the staff members said she would provide me with an ice cold water if I felt like I needed one.  I thought that was very kind of her and appreciated the respect to just let me be.  I asked that of them because it never fails that I will be approached in any part of the store I venture to.  Not sure how or why other customers commented on never receiving help or being helped because they felt like they ""had to help"".  Never have gotten that sort of treatment or lack of.  The store is always clean, great selection, knowledgeable and a wonderful, no hassle, return policy.  I high",2017,TN,Tennessee,32.2052740942,-110.7870014684,Y,8,1
1984,-aBvn1t-Ciw48WT5bNucTg,kZJs6j2VrWjNrtx_p2zpiw,5.0,"The ladies at this location are amazing! Amanda is super friendly and is always happy to help.  She is super knowledgeable and personable!  

Before coming to Ulta, I had never gotten my eyebrows waxed.  Ever since I found Julia, I refuse to go anywhere else! I drive 35 minutes across town to see her whenever it's time. She's so nice and I always leave beyond happy with my eyebrows.  I'm constantly recommending her to friends and family!",2019,TN,Tennessee,32.2052740942,-110.7870014684,Y,9,1
1985,0WxLFfMBCHc8NWIquVfDnw,kZJs6j2VrWjNrtx_p2zpiw,1.0,"No star should be provided for this establishment, my wife and I entered this business to receive her free birthday gift and well let's say we were gifted something else-horrible customer service. I'm not one to complain but I honestly need to share this with the company and hopefully corporate sees this, but the moment we walked in we didn't get acknowledged nor greeted, as a matter of fact I did notice the undercover security who couldn't resist to stay in our area and keep her peeking eyes over her mask in our direction. It was blatant racism, reason for that was every white person who walked in received royal treatment as soon as they entered. On the other hand we walked around searching for the product that my wife would be satisfied with and not once did any employee ask if we needed help. Only attention we received was to make sure we weren't stealing. Thank u Ulta for ruining the beginning of my wife's special day by belittling her and not giving her the treatment she deserved. I do not recommend this store for people of color mid 30's,if you're not white u will not be treated with respect and superior customer service.",2021,TN,Tennessee,32.2052740942,-110.7870014684,Y,2,0
1986,d6zIVWiJyPB6PZuAxVexwg,kZJs6j2VrWjNrtx_p2zpiw,2.0,"I came here with a friend on a Saturday night of all times. This is a well renown makeup/beauty store chain and boasts many different products. 

The decor is very welcoming. Extremely bright and cheery. I can see how this place would be popular with the guys and gals who enjoy this type of thing. I came in to buy some stuff for a costume party. 

What I am interested in, is cleanliness, organization, and customer service. I have to say that this place was lacking in all three. The shelves were disorganized, some of the makeup samples were mixed in with others, and the prices were wrong. 

Then you have the customer service. In the 20 minutes I was there, I saw 3 staff people, two of whom were idly chatting amidst the aisles, and one who was minding the store. 

When I asked one of them for help and for some clarification on what the purpose of a product was, I found her unhelpful and unprofessional. I assume she was acting the way she was because I'm a man,  and she assumed I wasn't going to buy anything, when I was.",2019,TN,Tennessee,32.2052740942,-110.7870014684,Y,11,0
1987,9-KxTbyD-DPDldb6msFdZA,kZJs6j2VrWjNrtx_p2zpiw,5.0,"I called last minute to see if they had any available appointments for the day and spoke with Brittany she was so nice and professional. Knew exactly what I was talking about, even though I didn't lol. Booked the appointment with her and the whole experience was a pleasure. So sweet and again PROFESSIONAL. I got a blonde balayage and IT LOOKS SO GOOD! Had 3 people compliment it on the way out of the store and every time I catch a glimpse of it in like a store window I love it even more! Every time I'm in Tucson I will come back! And Brittany if you see this and go somewhere else to work I will find you! You're stuck with a lifetime costumer",2018,TN,Tennessee,32.2052740942,-110.7870014684,Y,10,1
1988,aX3vDE1UmbdrWeOsgeyBKg,kZJs6j2VrWjNrtx_p2zpiw,4.0,Your average Ulta store. I like it for location purposes and the nearby shops to walk to. It had always been clean and had the items I wanted when I went there. I have had some friendly staff and some rude but you can get that anywhere Overall a good store though.,2018,TN,Tennessee,32.2052740942,-110.7870014684,Y,12,1
1989,8EiozY4grb29SDAg1mhgPg,kZJs6j2VrWjNrtx_p2zpiw,2.0,"I felt uncomfortable coming to this location, I'm from las vegas and was just visiting my best friend but I felt like I was being watched. I spend alot of money with this company but didn't care for nor will go back to this location when I come back to town.",2021,TN,Tennessee,32.2052740942,-110.7870014684,Y,3,0
1990,fen9BWC39ul9SJZfQ-onpg,oJyhIkZY-0BkgtkmK7tRhg,4.0,"Ulta excites me the way Toys R Us used to back in the day. An abundance of name brand cosmetics, skincare and salon-grade hair products to choose from. And yes I want to play with it all and never grow up. 
 
The first visit was a bit overwhelming since I was shopping for a curling iron and they have at least twenty different kinds. I suppose I should've done my research but an employee offered help. I checked afterwards and her recommendations were legit on point. I was happy with my purchase and the price was more than reasonable. I used a coupon as well. 
 
They carry most of the shampoo and conditioners that I use and the prices are well below the salon. The Bare Minerals selection could use enhancement but they have the basics for when I'm in a rush and can't get to International. 
 
The store still feels brand new, is clean and laid out well. You won't get lost and every product is within reach. There's an actual salon in this store, too. 
 
Overall I'm excited to have finally realized this exists and in an awesome shopping plaza that I happen to frequent.",2018,PA,Pensilvania,28.05033429,-82.69949329,Y,7,1
1991,ZL5itqCdfnGl05FBPGFz2g,oJyhIkZY-0BkgtkmK7tRhg,5.0,"They have the best staff there, very personable, knowledgeable and helpful. I'll go here over anywhere else. They also have MAC at this location which is awesome! They care and are enthusiastic to show you the best products instead of selling you just anything, which has been my experience at Sephora and other free standing stores ( not knocking what they're trained to do, and I'm sure they also know what they're talking about but I feel like it's less honest). Every recommendation they've given me at this location has been amazing. 

Anyways, love this location!",2018,PA,Pensilvania,28.05033429,-82.69949329,Y,8,1
1992,2C4-HfkoFRTwDKAlPBN95Q,oJyhIkZY-0BkgtkmK7tRhg,4.0,Friendly staff and clean location with ample parking. The reason for 4 stars is because it's a bit smaller than usual ulta's due to which the  collection they carry is lesses than other places.,2019,PA,Pensilvania,28.05033429,-82.69949329,Y,1,1
1993,XznTWp7IHLfeXGJ5aFNX4A,oJyhIkZY-0BkgtkmK7tRhg,5.0,This is a newer Ulta and right smack dab in the middle of the Oldsmar Woodlands shopping plaza. I'm not a salon person...I get my hair cut maybe once a year and had not had my hair colored professionally in over 5 years. Back in my hometown for Thanksgiving I wanted to get my hair done before the big Thanksgiving get together with family. I had colored my hair a couple weeks with horrible results and was hoping a fresh cut and color would be a nice self esteem booster before the stressful holiday season. I was able to book the appointment online which was super convenient. My stylist Shelley did an awesome job and I am so pleased with my new do.,2018,PA,Pensilvania,28.05033429,-82.69949329,Y,11,1
1994,69ihamF0VCTSLpoTeIy9Bw,oJyhIkZY-0BkgtkmK7tRhg,5.0,"This place is my go to for everything beauty because they literally have everything you'll ever need.  For a very long time, I was a religious department store make up user.  However, I started branching out because I felt like I was missing out on so many things.  I also wanted to change to only using cruelty free products.  The store is always clean, they always have staff there if you need help (and you probably will because they sell so much that it's overwhelming!).  They have a decent rewards program where you get points for every purchase.  Those points eventually add up to where you can move up tiered levels throughout their system to either platinum or diamond.  The higher your level, the faster you get points.  In addition, you get free shipping on any online order you make which is an added bonus.  They frequently send me coupons, but you can't use them on premier brands, which is the only issue I have with Ulta.  Although, that clearly doesn't deter me from shopping there!",2018,PA,Pensilvania,28.05033429,-82.69949329,Y,11,1
1995,iVqu2TxwHI4q-Itr2Uu91w,oJyhIkZY-0BkgtkmK7tRhg,5.0,I love ulta.  Many products to choose from with very helpful staff. It's my go-to for IT cosmetics,2019,PA,Pensilvania,28.05033429,-82.69949329,Y,5,1
1996,Zn8tgekH0oCfyk4SUtygoA,oJyhIkZY-0BkgtkmK7tRhg,5.0,"I enjoyed my shopping experience here since I had a detailed list including pictures from my wife. I can't possibly screw this up... right?

Well, I asked for help and it was necessary to find the arcane unique items on the list! Best of all, they gave me some free shaving cream just because. 

I will be back",2018,PA,Pensilvania,28.05033429,-82.69949329,Y,7,1
1997,RHIT0q7ILaS0Q4ZLj5qdeQ,oJyhIkZY-0BkgtkmK7tRhg,1.0,Don't bother calling them because some employees don't know any of their product. They'll hang up on you anyway if you do try to call them. I've been in the store a couple of times and it's ok some of the employees are kind and helpful but mostly they try to sell you whatever is on promotion rather than accommodating to your needs. I recommend going in with a plan or someone else who knows products quite well.,2018,PA,Pensilvania,28.05033429,-82.69949329,Y,12,0
1998,Zn8tgekH0oCfyk4SUtygoA,oJyhIkZY-0BkgtkmK7tRhg,5.0,"I enjoyed my shopping experience here since I had a detailed list including pictures from my wife. I can't possibly screw this up... right? Holy crap there are a zillion choices of products in this space! They all seem to be here!

I caved and asked for help. It was definitely necessary to find the arcane unique items on the list! 

Best of all, when I checked out, they gave me some free shaving cream just because I'm awesome! Thanks for the patient and friendly service!

I will be back for more...",2018,PA,Pensilvania,28.05033429,-82.69949329,Y,12,1
1999,WqiRw2dAM3KXMmuhhFxlNQ,oJyhIkZY-0BkgtkmK7tRhg,5.0,Love love Lauren in the salon! She is the best and as a blonde with a sensitive head she knows how to make me as blonde as possible without burning my head!,2020,PA,Pensilvania,28.05033429,-82.69949329,Y,9,1
2000,tQPk4JiBPsx7NSIDbW49Vg,oJyhIkZY-0BkgtkmK7tRhg,1.0,Well the general manager finally reached out and refunded my credit card but not my Ulta points. She said she wanted me to email her pictures and I did. She never contacted me again after that. So they really do not care about what happened. She should as what she thought I wanted to hear just to get me off the phone. Such a big company and they cannot give a crap about the customers! The picture of the beautiful platinum hair is what I was promised the other pictures is what I walked out with 4+hours later.,2022,PA,Pensilvania,28.05033429,-82.69949329,Y,1,0
2001,uzS6yltcK79Xla1R63qp5Q,oJyhIkZY-0BkgtkmK7tRhg,2.0,"cant find anyone to help you. when I did ask for help, I was told product I was looking for was probably old, stylist probably purchased at Marshalls etc. I got on line when I went home and the Redken product was available on the Ulta web site. I live down the street and probably will drive the extra miles to go to another Ulta store in hopes their customer service is better. I am a rewards member, was never asked if I wanted to apply my points this visit. Can never find anyone to help you at this location. Styling products were not heavily stocked here...scarce.",2021,PA,Pensilvania,28.05033429,-82.69949329,Y,3,0
2002,_iyUXHEu2Wc6qpcSHO6VSg,oJyhIkZY-0BkgtkmK7tRhg,3.0,"Thank you to the store management for listening to the experience we had and doing what may be needed to rectify the situation. The store is beautiful, very well maintained, clean and well stocked. The person I spoke with about suggestions for the product I was looking for, dry  shampoo,  was very kind and shared from experience of her own, what worked best for her and the difference between the different products she  had tried. The properties and so on and so forth. 

Originally, we were scheduled for a hair appointment.  It  did not go as well as it could have and we did not have the best experience. 

The manager did what needed to be done to rectify the situation, that is why I did not give this store a higher score.",2021,PA,Pensilvania,28.05033429,-82.69949329,Y,12,1
